ID2	Xt	Yt	Zonas_multispat_kd_t	Zonas_multispati_koc_t	Patron	patterns2
22216	534351.302	6674907.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
850	329351.302	6162407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
14397	379351.302	6502407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
7445	534351.302	6349907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
1976	514351.302	6204907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
16305	331851.302	6539907.963	S	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
20547	331851.302	6627407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
17292	369351.302	6557407.963	SA	SA	Alto Kd y Alta vida media	"High income - High access gain"
9444	516851.302	6394907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
10978	556851.302	6429907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
382	369351.302	6142407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
8255	566851.302	6367407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
14858	546851.302	6509907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
15926	406851.302	6532407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
22138	531851.302	6672407.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
23272	406851.302	6717407.963	SA	NO	Alto Kd y Alta vida media	"High income - High access gain"
15606	504351.302	6524907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
20707	299351.302	6632407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
15393	246851.302	6522407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
8848	336851.302	6382407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
5622	476851.302	6307407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
14023	434351.302	6494907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
20356	286851.302	6622407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
8248	549351.302	6367407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
1920	359351.302	6204907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
20421	449351.302	6622407.963	E	E	No significativa	NA
16068	436851.302	6534907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
9026	539351.302	6384907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
2612	514351.302	6224907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
17689	294351.302	6564907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
19322	494351.302	6594907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
13448	274351.302	6484907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
15787	331851.302	6529907.963	S	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
10450	376851.302	6419907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
3186	416851.302	6242407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
13130	454351.302	6477407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
4275	506851.302	6272407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
15471	474351.302	6522407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
10888	329351.302	6429907.963	S	NO	Baja Kd y Baja vida media	"Low income - Low access gain"
18220	599351.302	6572407.963	E	S	No significativa	NA
18195	536851.302	6572407.963	SA	SA	Alto Kd y baja vida media	"High income - Low access gain"
21383	319351.302	6652407.963	NO	SA	Bajo Kd y Alta vida media	"Low income - High access gain"
11784	386851.302	6449907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
1565	319351.302	6192407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
113	441851.302	6129907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
10050	426851.302	6409907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
18442	456851.302	6577407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
21018	281851.302	6642407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
15456	429351.302	6522407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
5350	574351.302	6299907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
21869	454351.302	6664907.963	SA	SA	Alto Kd y Alta vida media	"High income - High access gain"
1302	409351.302	6179907.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
9943	434351.302	6407407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
236	456851.302	6134907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
7014	596851.302	6339907.963	E	E	No significativa	NA
18229	259351.302	6574907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
15183	344351.302	6517407.963	S	S	Bajo Kd y Alta vida media	"Low income - High access gain"
16028	314351.302	6534907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
8356	531851.302	6369907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
20452	304351.302	6624907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
13183	261851.302	6479907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
20287	349351.302	6619907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
16288	286851.302	6539907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
18299	444351.302	6574907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
14247	331851.302	6499907.963	S	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
456	409351.302	6144907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
2136	309351.302	6212407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
9274	346851.302	6392407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
21959	481851.302	6667407.963	SA	SA	No significativa	NA
4040	361851.302	6267407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
11737	554351.302	6447407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
23273	409351.302	6717407.963	SA	SA	Alto Kd y Alta vida media	"High income - High access gain"
14682	429351.302	6507407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
11142	401851.302	6434907.963	E	E	Baja Kd y Baja vida media	"Low income - Low access gain"
17458	439351.302	6559907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
20169	291851.302	6617407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
10307	559351.302	6414907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
15770	281851.302	6529907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
12012	404351.302	6454907.963	E	E	Baja Kd y Baja vida media	"Low income - Low access gain"
16448	351851.302	6542407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
208	379351.302	6134907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
14684	434351.302	6507407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
4185	511851.302	6269907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
10441	354351.302	6419907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
9825	404351.302	6404907.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
17929	559351.302	6567407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
1124	416851.302	6172407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
4727	466851.302	6284907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
20550	339351.302	6627407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
13303	244351.302	6482407.963	S	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
9295	401851.302	6392407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
15273	264351.302	6519907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
7635	416851.302	6354907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
4235	386851.302	6272407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
3534	436851.302	6252407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
17625	499351.302	6562407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
9171	359351.302	6389907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
19705	401851.302	6604907.963	E	S	Alto Kd y Alta vida media	"High income - High access gain"
476	459351.302	6144907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
7376	349351.302	6349907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
15841	511851.302	6529907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
12615	431851.302	6467407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
15351	486851.302	6519907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
14817	431851.302	6509907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
1658	411851.302	6194907.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
17229	569351.302	6554907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
3426	371851.302	6249907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
20313	414351.302	6619907.963	E	S	Alto Kd y Alta vida media	"High income - High access gain"
5794	396851.302	6312407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
6273	574351.302	6322407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
13865	364351.302	6492407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
7693	569351.302	6354907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
11146	411851.302	6434907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
17819	261851.302	6567407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
5486	389351.302	6304907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
19440	591851.302	6597407.963	E	S	Alto Kd y baja vida media	"High income - Low access gain"
930	374351.302	6164907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
4621	436851.302	6282407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
928	369351.302	6164907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
16583	339351.302	6544907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
16419	279351.302	6542407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
22765	459351.302	6694907.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
14307	486851.302	6499907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
6357	504351.302	6324907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
17854	354351.302	6567407.963	NO	NO	Alto Kd y Alta vida media	"High income - High access gain"
18568	419351.302	6579907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
6966	466851.302	6339907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
11424	304351.302	6442407.963	S	S	Bajo Kd y Alta vida media	"Low income - High access gain"
12683	281851.302	6469907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
15620	544351.302	6524907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
8822	556851.302	6379907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
8135	546851.302	6364907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
11623	531851.302	6444907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
146	371851.302	6132407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
13056	259351.302	6477407.963	S	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
21873	464351.302	6664907.963	SA	SA	No significativa	NA
10043	409351.302	6409907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
7381	361851.302	6349907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
21917	374351.302	6667407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
15857	554351.302	6529907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
22011	409351.302	6669907.963	E	S	Alto Kd y Alta vida media	"High income - High access gain"
18297	439351.302	6574907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
15417	306851.302	6522407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
15362	514351.302	6519907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
23190	439351.302	6712407.963	SA	SA	Alto Kd y Alta vida media	"High income - High access gain"
7941	334351.302	6362407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
22600	406851.302	6689907.963	NO	NO	Alto Kd y Alta vida media	"High income - High access gain"
8061	346851.302	6364907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
9892	584351.302	6404907.963	SA	SA	No significativa	NA
9401	401851.302	6394907.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
20681	451851.302	6629907.963	E	E	No significativa	NA
13636	434351.302	6487407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
7158	384351.302	6344907.963	E	S	Alto Kd y baja vida media	"High income - Low access gain"
21351	461851.302	6649907.963	SA	SA	No significativa	NA
22681	429351.302	6692407.963	SA	SA	Alto Kd y Alta vida media	"High income - High access gain"
21535	474351.302	6654907.963	SA	SA	No significativa	NA
6952	429351.302	6339907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
9050	321851.302	6387407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
5721	479351.302	6309907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
14370	306851.302	6502407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
18935	386851.302	6587407.963	E	S	Alto Kd y Alta vida media	"High income - High access gain"
16082	471851.302	6534907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
4948	559351.302	6289907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
204	369351.302	6134907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
8656	421851.302	6377407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
23208	364351.302	6714907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
530	441851.302	6147407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
10903	366851.302	6429907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
7690	561851.302	6354907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
3896	466851.302	6262407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
19155	354351.302	6592407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
17255	271851.302	6557407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
19008	276851.302	6589907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
